ID,Sales
883,124.44747
884,122.38312
885,119.30843
886,104.65274
887,74.090904
888,76.27157
889,77.39954
890,75.96158
891,76.95002
892,69.25048
893,69.015144
894,68.45804
895,68.479546
896,103.267876
897,97.49828
898,101.30486
899,106.34361
900,102.8909
901,67.60053
902,67.6618
903,68.29905
904,68.29905
905,69.533356
906,69.533356
907,69.83361
908,72.491615
909,75.46267
910,120.71894
911,139.72714
912,136.95175
913,118.54712
914,120.193886
915,81.308815
916,73.26717
917,73.548904
918,75.72957
919,73.2358
920,71.79784
921,72.786285
922,69.59903
923,69.36369
924,104.453964
925,104.15823
926,104.15823
927,98.38864
928,100.6417
929,70.868286
930,70.23681
931,67.98262
932,68.043884
933,68.55711
934,68.55711
935,69.79142
936,69.79142
937,70.091675
938,119.84165
939,126.13913
940,121.18039
941,136.59134
942,133.81595
1825,192.88268
1826,191.41531
1827,109.71637
1828,177.78592
1829,123.457054
1830,126.04852
1831,127.41096
1832,125.9698
1833,125.89083
1834,118.191284
1835,118.75357
1836,119.49207
1837,117.71615
1838,176.4182
1839,170.64859
1840,173.9073
1841,178.94609
1842,175.49338
1843,116.2741
1844,116.33536
1845,116.97261
1846,116.97261
1847,118.20692
1848,118.20692
1849,118.50717
1850,120.81485
1851,125.25498
1852,195.39427
1853,213.65504
1854,210.481
1855,188.0355
1856,190.27928
1857,130.4968
1858,122.887184
1859,124.03217
1860,126.62364
1861,124.364334
1862,122.92318
1863,122.84421
1864,119.65695
1865,120.21924
1866,179.93974
1867,177.88385
1868,177.88385
1869,172.11424
1870,174.36731
1871,121.22201
1872,120.59053
1873,117.77938
1874,117.84064
1875,118.35387
1876,118.35387
1877,119.58817
1878,119.58817
1879,119.88843
1880,192.65994
1881,200.42657
1882,196.9789
1883,211.64241
1884,208.46837
2767,252.99255
2768,238.5837
2769,234.73444
2770,218.87888
2771,182.45998
2772,183.6443
2773,184.45131
2774,183.03185
2775,183.08636
2776,175.38683
2777,176.15451
2778,176.89302
2779,175.1171
2780,219.36864
2781,213.59903
2782,216.79153
2783,221.46762
2784,216.3662
2785,171.36685
2786,171.331
2787,171.68094
2788,171.42807
2789,172.62207
2790,172.80896
2791,173.10922
2792,176.35449
2793,182.09207
2794,236.71132
2795,253.82474
2796,251.71011
2797,236.15575
2798,227.99846
2799,185.05247
2800,173.2972
